##chr	start	end	 ...WT_hMeDIP.bg	NonoKO_hMeDIP.bg
chr1	100026043	100030043	NR_040439	4000	+	7138.38	12293.11
chr1	100068224	100072224	NR_151613	4000	+	3569.04	4461.16
chr1	10026240	10030240	NM_001277101	4000	-	6545.58	2665.36
chr1	10026240	10030240	NM_013715	4000	-	6545.58	2665.36
chr1	10026240	10030240	NR_102282	4000	-	6545.58	2665.36
chr1	10026298	10030298	NM_026493	4000	+	6545.58	2835.3
chr1	100315700	100319700	NM_001164233	4000	+	9518.38	2637.0
chr1	100315700	100319700	NM_027584	4000	+	9518.38	2637.0
chr1	101667341	101671341	NM_172851	4000	+	10710.17	4393.28
chr1	10220751	10224751	NM_001102430	4000	-	17012.15	12796.63
chr1	103050344	103054344	NR_037989	4000	+	7737.28	3513.0
chr1	106663096	106667096	NM_011800	4000	+	19395.7	21950.9
chr1	10708026	10712026	NM_001289497	4000	-	8329.86	10308.26
chr1	10708026	10712026	NM_177834	4000	-	8329.86	10308.26
chr1	107250583	107254583	NR_151538	4000	+	20965.2	19318.78
chr1	107250583	107254583	NR_151539	4000	+	20965.2	19318.78
chr1	107250583	107254583	NR_151540	4000	+	20965.2	19318.78
chr1	107251287	107255287	NM_001160368	4000	-	20326.91	19318.78
chr1	107251287	107255287	NM_178779	4000	-	20326.91	19318.78
chr1	107558253	107562253	NM_013784	4000	-	7738.72	5303.48
chr1	107558437	107562437	NM_029349	4000	+	8399.55	5842.6
chr1	107558437	107562437	NM_173187	4000	+	8399.55	5842.6
chr1	107675299	107679299	NM_009399	4000	+	16860.14	16685.6
chr1	107884859	107888859	NR_151625	4000	-	4003.29	4706.42
chr1	107884982	107888982	NM_001122675	4000	+	4163.91	4665.4
chr1	107884982	107888982	NM_001122676	4000	+	4163.91	4665.4
chr1	108066101	108070101	NR_040630	4000	-	5363.69	3326.82
chr1	108066445	108070445	NM_133821	4000	+	5388.4	4099.86
chr1	108441208	108445208	NR_106164	4000	-	8488.04	5135.61
chr1	108608867	108612867	NM_009741	4000	-	19230.4	20950.46
chr1	108608867	108612867	NM_177410	4000	-	19230.4	20950.46
chr1	108654319	108658319	NM_001316750	4000	-	7733.85	1878.13
chr1	108654319	108658319	NM_027534	4000	-	7733.85	1878.13
chr1	108691302	108695302	NM_009190	4000	-	8433.56	4390.9
chr1	108755751	108759751	NM_001360853	4000	+	15473.96	18444.63
chr1	108755751	108759751	NM_001360854	4000	+	15473.96	18444.63
chr1	108755751	108759751	NM_009257	4000	+	15473.96	18444.63
chr1	108829025	108833025	NM_027971	4000	+	6709.54	5271.61
chr1	108833533	108837533	NM_001199213	4000	+	4788.27	3545.65
chr1	108875560	108879560	NM_172852	4000	+	6471.43	10892.58
chr1	108946880	108950880	NM_009126	4000	-	0.0	1843.76
chr1	108978057	108982057	NM_201376	4000	-	0.0	879.0
chr1	109055691	109059691	NM_198680	4000	-	594.0	462.94
chr1	109172948	109176948	NM_201363	4000	-	3552.69	2634.36
chr1	109256890	109260890	NM_025867	4000	+	4884.82	7843.81
chr1	109317265	109321265	NM_027548	4000	+	1188.0	2639.93
chr1	109405999	109409999	NM_001174170	4000	+	3374.94	2637.0
chr1	109406086	109410086	NM_011111	4000	+	3202.68	2637.0
chr1	109423579	109427579	NM_001160307	4000	+	4304.58	5270.46
chr1	109423579	109427579	NM_198028	4000	+	4304.58	5270.46
chr1	109484582	109488582	NM_001159748	4000	+	12230.96	10595.89
chr1	109484582	109488582	NM_011459	4000	+	12230.96	10595.89
chr1	109811835	109815835	NR_102306	4000	+	8926.24	5268.2
chr1	109811835	109815835	NR_102307	4000	+	8926.24	5268.2
chr1	10981545	10985545	NM_029525	4000	+	15371.78	18273.98
chr1	111877476	111881476	NM_001316743	4000	+	10116.83	9496.2
chr1	111877878	111881878	NM_001316744	4000	+	10710.83	9660.54
chr1	111878299	111882299	NM_172853	4000	+	7482.61	7845.93
chr1	11252043	11256043	NM_001033636	4000	+	5850.21	3513.72
chr1	112872170	112876170	NM_001081386	4000	-	3451.99	4303.63
chr1	112872170	112876170	NM_001356415	4000	-	3451.99	4303.63
chr1	113759495	113763495	NM_001081316	4000	-	0.0	879.0
chr1	11402185	11406185	NM_001160369	4000	+	12693.08	7026.13
chr1	11402185	11406185	NM_001160370	4000	+	12693.08	7026.13
chr1	11402185	11406185	NM_001160371	4000	+	12693.08	7026.13
chr1	11402185	11406185	NM_001310451	4000	+	12693.08	7026.13
chr1	11402185	11406185	NM_177173	4000	+	12693.08	7026.13
chr1	114311495	114315495	NR_157044	4000	-	9518.75	11271.48
chr1	117579713	117583713	NM_001077425	4000	+	10711.24	14052.43
chr1	120205305	120209305	NR_153836	4000	-	4161.97	7200.29
chr1	120205923	120209923	NM_011650	4000	-	8863.74	12582.92
chr1	120216419	120220419	NM_026472	4000	+	7425.56	9344.99
chr1	120283634	120287634	NM_001293300	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001293301	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359328	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359329	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359330	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359331	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359334	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359335	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359336	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359337	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359338	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359339	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359340	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359341	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359342	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359343	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359345	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359346	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_001359347	4000	+	6777.19	3730.64
chr1	120283634	120287634	NM_029709	4000	+	6777.19	3730.64
chr1	120353842	120357842	NR_027901	4000	-	25205.83	31694.93
chr1	120522521	120526521	NM_023755	4000	+	11403.11	7904.54
chr1	120848796	120852796	NR_105764	4000	+	14083.04	14601.86
chr1	120948196	120952196	NM_001081125	4000	-	19522.74	8333.68
chr1	121316825	121320825	NM_008381	4000	-	19143.66	9469.03
chr1	121399359	121403359	NM_022327	4000	-	29660.08	14632.85
chr1	121420730	121424730	NM_146103	4000	+	34406.59	18202.5
chr1	121430742	121434742	NR_126486	4000	-	25687.91	25758.6
chr1	121543577	121547577	NM_001113416	4000	-	7734.01	9662.14
chr1	121543577	121547577	NM_145506	4000	-	7734.01	9662.14
chr1	121731648	121735648	NM_019933	4000	-	6670.65	9025.69
chr1	121807745	121811745	NM_175106	4000	-	3515.06	6146.52
chr1	121889787	121893787	NM_001115074	4000	-	13312.01	14932.15
chr1	121901556	121905556	NM_001012322	4000	+	34051.6	36005.33
chr1	121901556	121905556	NM_001311077	4000	+	34051.6	36005.33
chr1	121968357	121972357	NM_019432	4000	-	31781.4	27743.1
