##chr	start	end	 ...WT_Tet1.bg	NonoKO_Tet1.bg
chr1	100026043	100030043	NR_040439	4000	+	9896.450000000486	5735.360000000167
chr1	100068224	100072224	NR_151613	4000	+	5631.720000000326	8655.690000000033
chr1	10026240	10030240	NM_001277101	4000	-	33650.11999999968	29091.970000000125
chr1	10026240	10030240	NM_013715	4000	-	33650.11999999968	29091.970000000125
chr1	10026240	10030240	NR_102282	4000	-	33650.11999999968	29091.970000000125
chr1	10026298	10030298	NM_026493	4000	+	35322.45999999961	30080.22000000017
chr1	100315700	100319700	NM_001164233	4000	+	3777.0900000000697	4227.28000000008
chr1	100315700	100319700	NM_027584	4000	+	3777.0900000000697	4227.28000000008
chr1	101667341	101671341	NM_172851	4000	+	6984.700000000356	13183.789999999954
chr1	10220751	10224751	NM_001102430	4000	-	56817.14000000136	46419.07999999933
chr1	103050344	103054344	NR_037989	4000	+	8877.070000000364	5809.690000000072
chr1	106663096	106667096	NM_011800	4000	+	21518.599999999024	20619.69000000028
chr1	10708026	10712026	NM_001289497	4000	-	14342.29999999996	11773.259999999744
chr1	10708026	10712026	NM_177834	4000	-	14342.29999999996	11773.259999999744
chr1	107250583	107254583	NR_151538	4000	+	40918.99999999928	34253.190000000555
chr1	107250583	107254583	NR_151539	4000	+	40918.99999999928	34253.190000000555
chr1	107250583	107254583	NR_151540	4000	+	40918.99999999928	34253.190000000555
chr1	107251287	107255287	NM_001160368	4000	-	40901.339999999655	33755.77000000159
chr1	107251287	107255287	NM_178779	4000	-	40901.339999999655	33755.77000000159
chr1	107558253	107562253	NM_013784	4000	-	27553.940000000555	24711.059999999667
chr1	107558437	107562437	NM_029349	4000	+	27290.650000000704	24538.50999999943
chr1	107558437	107562437	NM_173187	4000	+	27290.650000000704	24538.50999999943
chr1	107675299	107679299	NM_009399	4000	+	23872.78999999935	22941.88000000043
chr1	107884859	107888859	NR_151625	4000	-	47402.41000000151	37334.44000000028
chr1	107884982	107888982	NM_001122675	4000	+	47402.41000000116	37211.870000000345
chr1	107884982	107888982	NM_001122676	4000	+	47402.41000000116	37211.870000000345
chr1	108066101	108070101	NR_040630	4000	-	49626.91000000005	48763.239999999634
chr1	108066445	108070445	NM_133821	4000	+	50089.999999999985	49729.6699999994
chr1	108441208	108445208	NR_106164	4000	-	8165.7200000004095	10603.339999999847
chr1	108608867	108612867	NM_009741	4000	-	33151.52999999904	29153.1500000004
chr1	108608867	108612867	NM_177410	4000	-	33151.52999999904	29153.1500000004
chr1	108654319	108658319	NM_001316750	4000	-	32977.42999999933	26179.629999999717
chr1	108654319	108658319	NM_027534	4000	-	32977.42999999933	26179.629999999717
chr1	108691302	108695302	NM_009190	4000	-	20315.949999999313	16805.41
chr1	108755751	108759751	NM_001360853	4000	+	13056.319999999507	12494.689999999675
